InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,ExpectedDemand,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,AllGridExpectedCost,Savings,RunTimeSec,ModelSolveTimeSec
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,4,inst/inst2020,true,808.0669412225269,525.9083084374623,35.105400512835445,1427.1693432581042,122414.20675873637,111059.26231403723,133055.78189776503,14.673340727094937,0.008855252326144767,498.1393715019173,148759.90419902216,26345.69744028579,7.009807109832764,2.88
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,5,inst/inst2020,true,1085.5004413057948,526.9083084374622,0.0,1517.1283148968269,97028.91571412003,47514.07450902034,157747.1665557974,62.02818423561053,0.0,895.4030909264504,207034.69745731293,110005.7817431929,7.009807109832764,2.88
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,1,inst/inst2020,true,809.9894592689566,408.9110431563041,0.0,2009.8039428755437,137128.60358629358,103964.69371696645,153041.19403177092,18.89129710607985,0.0,433.32615010870217,152187.03780953487,15058.43422324129,8.174861907958984,3.88
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,2,inst/inst2020,true,790.809829433558,407.91104315630463,12.653824236698021,1462.3027954057668,127905.68983215682,106578.94456607767,142806.46687348757,5.276235039582652,0.014175100462397864,340.7680283362922,148528.6316602097,20622.94182805289,8.174861907958984,3.88
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,3,inst/inst2020,true,1145.0214917355363,409.41104315630093,0.0,1818.6447807748953,131792.65995538502,80530.19964230698,251815.7558184805,75.73107207030644,0.0,725.634457701473,217320.67126035065,85528.01130496562,8.174861907958984,3.88
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,4,inst/inst2020,true,1162.0720697411975,409.41104315630696,0.0,1956.8934376598575,135121.7900659393,82775.58625163094,244831.56425989172,68.897132409012,0.0,749.1133607767242,220584.4612192517,85462.6711533124,8.174861907958984,3.88
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,5,inst/inst2020,true,857.7933906565706,408.9110431563081,0.0,1962.5599322517437,125689.83246225596,88798.4178545193,171811.20226472573,18.269902161848478,0.0033987164761632247,741.0424836447482,163435.78653794044,37745.95407568448,8.174861907958984,3.88
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,1,inst/inst2020,true,926.239233540409,421.7151484866097,52.06627821203134,1091.0068090608502,91386.47704519592,36565.767250020726,143517.57059957695,25.58507476625133,0.005202958337977807,569.9671198077667,179518.04115800234,88131.56411280642,9.112240076065063,3.54
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,2,inst/inst2020,true,914.7338066722017,420.7151484866148,0.0,1048.0020683673736,90039.27012536609,40107.5984641381,156677.71795469834,4.684980322704243,0.0011001917949495493,165.02288874801292,177298.57453011823,87259.30440475214,9.112240076065063,3.54
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,3,inst/inst2020,true,851.9147832848149,420.71514848660803,126.8911514118568,769.000115210227,116042.555665113,107245.63203940714,122918.06469192755,5.645101108516772,0.0016956850827160163,201.31502395095953,153365.1623661574,37322.606701044395,9.112240076065063,3.54
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,4,inst/inst2020,true,811.5596878424981,419.7151484866127,73.59076343396175,1094.060403065815,114464.48692182839,99043.4785434049,127262.77279455488,1.178274658951832,0.0028331539397343296,7.4343012967296325,146145.68451110774,31681.197589279356,9.112240076065063,3.54
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,5,inst/inst2020,true,920.3489108018111,420.7151484866118,0.0,934.3261822982482,91503.931017087,48839.37612936593,158708.349686231,36.108408586771965,0.0,691.6078359239021,178530.02238111553,87026.09136402853,9.112240076065063,3.54
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,1,inst/inst2020,true,820.745723581445,471.38146756441455,74.95183726877835,1472.6178937874017,129148.25990031869,117087.9369815252,141299.9684416833,9.554658087190722,0.00048327053182036867,264.15689382523345,153581.38961760746,24433.12971728877,7.409379959106445,3.13
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,2,inst/inst2020,true,808.2688585557164,470.8814675644203,0.0,1293.3981146299525,132012.99836046156,119057.91064416089,144098.8676069424,10.279231800569297,0.0024568836531432075,311.0745177440308,151027.43929632832,19014.44093586676,7.409379959106445,3.13
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,3,inst/inst2020,true,812.4712695073503,469.8814675644241,4.0,1283.781322181051,135532.07874143776,120000.9630048059,147743.44701467376,16.488358998111526,0.009091513025328086,448.601536521016,152446.0005963137,16913.921854875953,7.409379959106445,3.13
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,4,inst/inst2020,true,823.5590590154258,470.8814675644137,0.0,1664.0830518111945,134260.01327711757,113837.6453665797,151701.79433897606,1.1529077751275014,0.0023528177233889678,14.26852223290151,154966.17011010417,20706.1568329866,7.409379959106445,3.13
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,5,inst/inst2020,true,2131.162694479064,471.3814675644155,51.43278462846636,909.573245701413,327843.83388999366,131557.44549107665,735771.5553081508,92.81743303356232,0.025268812638256612,428.7076320654263,437997.2697498861,110153.43585989246,7.409379959106445,3.13
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,813.3146700240188,228.0997901717298,30.6283841452587,393.7602590303694,110446.59072793495,76612.65119002662,153688.3474003096,7.287306119829261,0.001319543320649409,292.8230137172534,158143.9356002206,47697.344872285656,14.156606912612915,6.62
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,797.9471760238531,226.93312350506534,43.31083751466774,426.3243672881797,106515.604184749,68062.48620122104,147794.54078554796,37.51382200392012,0.0032050930961016596,323.5692682717843,155244.75532039642,48729.15113564742,14.156606912612915,6.62
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,736.5055466422987,226.9331235050649,56.109353342982494,537.0850706807612,127242.4429403434,99220.49446860554,148014.54001043967,52.951823453041825,0.014402091520952995,397.6060639004004,147724.7568710499,20482.3139307065,14.156606912612915,6.62
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,855.9929407436778,226.7664568383968,63.44935601238267,461.51119962721987,157444.22353915105,140737.6853955028,169157.89114612123,12.443033807533908,0.015410640645729633,291.0587256030598,171611.0476040393,14166.824064888264,14.156606912612915,6.62
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,801.5728297965703,226.76645683839772,25.768894944474287,532.6061054038246,139188.25338687203,94469.31674292042,181265.8622437887,24.74471127583356,0.0008232934412743367,361.9882811679086,156979.03453727916,17790.78115040713,14.156606912612915,6.62
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,820.0418191258268,178.56465812867026,17.54156762136151,483.0538535386296,139476.5682975684,98864.17532720606,178410.9624372661,5.522329464604051,0.0019169306005034994,366.10671136120334,154728.7997423144,15252.231444746023,7.984843015670776,4.48
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,823.0792895640783,177.43965812866946,0.0,416.1181098667249,124317.74925045672,79595.1074629015,168059.63382424647,18.976591209357437,0.051568613053434464,307.59624520287696,165415.00830767266,41097.25905721594,7.984843015670776,4.48
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,818.049289170982,177.06465812866946,14.201945136584389,627.2283209573679,143372.3919851046,101959.77562585179,176407.96169018283,9.426044956981423,0.0039215226849986275,187.94817696474826,154235.7294525032,10863.33746739861,7.984843015670776,4.48
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,814.2883379508899,177.31465812867114,11.817921789235246,616.2767278311825,144743.9632857104,101085.46595304452,190694.65135518988,2.7034381941474357,0.0036009366170217136,33.32645118852885,153576.81660460425,8832.853318893845,7.984843015670776,4.48
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,807.1990765326584,177.43965812866878,3.364397995059708,411.16603374741754,122449.26852509366,67694.942843061,164620.02833465746,19.89086665232909,0.008681262579319417,312.701682283374,162218.80801147947,39769.53948638581,7.984843015670776,4.48
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,811.5539092856767,127.24344247683045,0.0,276.7572721489537,128212.18094770412,95468.0942005189,159355.4860071071,2.7514307884729403,0.006257300041827603,219.3305760988478,155781.90134756966,27569.72039986553,13.6165030002594,5.98
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,815.4601422894619,126.24344247683233,0.0,335.75947120397564,129557.9874128173,89357.86769891686,161389.98649641656,8.521271772249989,0.01868563477549192,248.20202635501542,156133.24260751653,26575.25519469923,13.6165030002594,5.98
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,859.7926883046733,125.24344247683052,57.08402500150106,335.41274047625086,151238.06534467606,144662.8623219652,165440.2735135534,5.3870694349272386,0.04466205450500148,192.54418174958477,167991.16432285687,16753.098978180817,13.6165030002594,5.98
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,798.054587586188,126.24344247683094,0.0,306.3169454297872,135869.2837230802,103162.6600723376,170882.90944083934,1.2578957014124257,0.0005334009807869635,24.079044472165595,144071.974395168,8202.690672087803,13.6165030002594,5.98
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,798.9320302770335,126.24344247683173,0.0,341.9100195399558,137939.05496697375,98461.87360771446,172426.44949773088,13.087682893534053,0.0022517653932687923,209.68671296241405,144256.1907606041,6317.135793630354,13.6165030002594,5.98
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,794.3089850887078,279.1341814223694,131.32042501727656,517.46848624039,90048.95973779957,59361.638986513244,121132.35977397174,8.863491549533297,0.0017947796914629128,309.67870476376174,146135.12688711108,56086.167149311514,9.124208927154541,4.02
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,801.1893076063438,278.13418142237043,81.27711234678954,543.4838140518665,135914.514063635,126378.98124409633,144978.7299536454,40.29325958365834,0.004596836679613707,527.6984603511461,152541.0000357485,16626.4859721135,9.124208927154541,4.02
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,817.009186716966,278.13418142236935,57.74096397661336,530.1610128931807,93716.32814890974,58645.239467140076,138919.78364081928,6.915987882575551,0.0029536010118818836,255.75954339958452,149975.0408084231,56258.71265951336,9.124208927154541,4.02
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,823.2592211162984,277.13418142237026,77.79554969721252,526.6326134121841,137590.11257602248,126202.85980047184,143746.98732116816,1.708846395576521,0.022647858882829185,29.83435301922965,157599.0023716117,20008.88979558923,9.124208927154541,4.02
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,810.830824352408,278.1341814223727,24.336782096079283,637.3973740806026,123600.60378902027,84146.09438973822,161018.16056469374,25.738928845859963,0.02406611847770576,527.7947222322927,158546.3486637672,34945.74487474692,9.124208927154541,4.02
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,885.5628799070597,339.16555670848686,100.15860110827595,649.5353075629625,95333.22428742371,63268.326270492886,127682.46752625325,1.5740280293358277,0.0018741330885978628,144.06430044356,163621.70725126364,68288.48296383992,9.806607007980347,5.15
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,845.3290297658311,338.16555670848817,114.25954120196805,694.8543516518993,144557.47780947984,136871.72629132034,151831.73995246098,32.06653191185649,0.006139801636328489,668.5814369885069,168604.8973480215,24047.419538541668,9.806607007980347,5.15
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,801.9414717009283,337.66555670848896,43.56864405024976,860.4644129604176,137320.7791258531,95373.19015973338,173693.89564853875,3.9268297739921176,0.00012708356681831448,73.17903980350786,154998.29937477462,17677.52024892153,9.806607007980347,5.15
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,889.1279672315535,338.16555670848606,0.0,620.9072816929574,95778.18525932149,69121.66687670053,153030.8204649605,68.70894133711751,0.030773117799261656,516.8504830318948,164615.88531915974,68837.70005983826,9.806607007980347,5.15
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,800.4387659928757,337.66555670848487,4.0,819.8970029114304,135516.2317886,97853.79671251208,172315.45867070483,49.20913220174445,0.0006706968424500659,790.5687435998492,154695.56764043402,19179.33585183401,9.806607007980347,5.15
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,1016.6035000472483,297.07369025094994,104.32276659155747,508.3672522604282,146391.96740074514,136276.57267453603,155072.02029556586,8.817529790041908,0.000103445564358691,396.7257627389456,199743.2504611812,53351.28306043605,13.522207021713257,5.78
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,1006.1674085366436,296.0736902509488,79.56819968801722,527.1649758420324,143220.35303305567,130554.52978617222,150090.02078050224,69.33688254913906,0.019993954798789786,527.1649758420324,198208.79711721867,54988.444084163,13.522207021713257,5.78
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,1062.101371941708,295.07369025095016,102.97365222787452,464.4883724735157,156702.1343004088,144543.70411877957,165048.8486021009,18.927019164981903,0.01087753434994558,321.9009483191395,209659.65810274024,52957.523802331445,13.522207021713257,5.78
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,1059.2510057108161,296.07369025095034,51.57971628603343,599.4539510118016,136009.34017992258,93002.41200823379,180250.9768615749,18.85012771441101,0.01446095555171028,271.42685046962174,204441.71404906327,68432.37386914069,13.522207021713257,5.78
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,1005.2854195563876,296.07369025095295,72.88732920190178,520.993236546272,144827.52181482638,135069.52101806283,156655.5396366726,30.427052311240665,0.034028958754959114,361.4590001448828,197577.8337213403,52750.31190651393,13.522207021713257,5.78
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,799.6067090716297,349.96620357740017,0.0,1021.8949227503132,131945.5116135595,83844.17248504996,171357.03241664637,7.47952671448491,0.0,901.1312101426134,149151.95367894418,17206.442065384676,11.428882122039795,4.88
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,798.2310892325021,348.9662035773963,13.063098827626636,967.8440818773322,140703.98615079722,116782.26484049414,154703.44208159472,3.0273798911078926,0.004961689080306275,23.925102183306745,151384.15101232484,10680.16486152762,11.428882122039795,4.88
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,1516.968976525312,348.9662035774027,102.34224180542715,621.1583886663834,204133.3347141443,113857.81519439314,311001.9209772087,15.26138062408493,0.00040522486220950267,358.0937059281521,282102.81168667565,77969.47697253135,11.428882122039795,4.88
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,798.2032308228999,347.96620357740113,0.0,1004.3296321117106,130269.54914641257,85011.11062878938,178159.48713958552,7.979754489740767,1.3680416493985453e-5,465.5037544880561,148873.78384666637,18604.2347002538,11.428882122039795,4.88
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,798.5640177919292,348.96620357740426,42.28396824064245,928.0612718861735,135231.64761511993,119677.64421459421,148641.95043793,33.564656123082386,0.027731214668938797,593.3116427358997,151141.19704437518,15909.549429255247,11.428882122039795,4.88
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,799.0102487549499,231.90223763005105,0.0,799.827193596479,139120.3623520489,99472.28629646645,190442.8397095283,45.90028465092532,0.012272983276023233,758.8488841143603,154544.76247448495,15424.400122436055,5.499762058258057,3.04
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,1169.0235397254794,230.65223763005363,31.053663601083393,511.54202816259317,169393.12348599965,121790.20211457397,263918.7039354401,12.206733207545707,0.011314391501666778,252.95374555442544,217859.2244767172,48466.10099071756,5.499762058258057,3.04
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,823.7723948487934,230.65223763005363,4.0,601.4763055129215,156632.2104724582,149058.21927738885,166030.56735933502,4.308100056349876,0.013390586675055475,136.68449271620884,163569.49639253723,6937.285920079041,5.499762058258057,3.04
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,830.1420048257299,230.65223763005218,4.0,653.6647431766875,158379.98622555574,144998.54236298474,166463.15836305372,17.582885886526544,0.002899358340704646,419.5186899472898,162452.01654725143,4072.0303216956963,5.499762058258057,3.04
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,801.718424578289,230.65223763005298,0.0,798.4490273120922,136936.56524408713,97293.49505143845,187405.1951524633,12.274141196571625,0.018078057980945368,441.14414219927085,155083.82162537877,18147.256381291634,5.499762058258057,3.04
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,1,inst/inst2020,true,832.1140752673105,357.5094770148001,54.07214086752071,964.5332608496259,140410.44174823037,120252.58421810948,169334.64029060706,8.309539183980265,0.0033766205117630827,522.1635679574154,153007.84930602246,12597.407557792088,6.337637901306152,3.38
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,2,inst/inst2020,true,698.2901963184158,355.50947701479294,79.01042502136369,814.9923484416298,110726.97867431739,101918.37263440072,116304.99536925406,45.229966580267885,0.0178890679973799,453.1410741985354,125508.5428541635,14781.564179846115,6.337637901306152,3.38
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,3,inst/inst2020,true,819.2319551575924,356.5094770147983,23.03749590671694,931.161992587473,121794.78081461342,89173.28621404948,175036.38788566698,42.24201779131798,0.007058959491039341,931.161992587473,157760.0590247585,35965.27821014507,6.337637901306152,3.38
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,4,inst/inst2020,true,859.0998096201831,356.50947701479873,41.30518652150058,965.6989319052034,141786.3750525598,130496.13652004924,150805.121155371,11.679481363123736,0.004618048653883902,228.86442842635415,156394.4344794911,14608.059426931286,6.337637901306152,3.38
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,5,inst/inst2020,true,1495.0206996999723,356.5094770147969,81.2970180791538,687.5553577221681,207741.8536466267,96976.55644715647,431465.37849896296,73.58489110129189,0.027598896341883967,443.60018638243923,283712.8713587286,75971.01771210192,6.337637901306152,3.38
