InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,ExpectedDemand,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,AllGridExpectedCost,Savings,RunTimeSec,ModelSolveTimeSec
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,779.919686780629,380.184957487596,0.0,1129.8480721426317,133642.79658891234,121597.44985313163,152572.08042593198,0.8199069413094879,0.0015683056218250536,3.364839553943706,144078.66167122617,10435.86508231383,257.8769750595093,233.91
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,830.8948027539291,395.15964537447366,0.0,1230.5764476469433,141843.66662819945,117702.57259907821,162233.80977889596,0.7548999206571233,0.019639335231952135,3.2134089622832187,152279.53171051282,10435.865082313365,257.8769750595093,233.91
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,801.8201288689723,68.65058971400325,0.0,116.06805311040326,137969.07955949617,116202.02078132026,161158.19874108236,0.7753083061483119,0.00017427227104107647,3.3610321958223204,148356.03668974043,10386.957130244264,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,802.077752208031,373.73327077409004,0.0,1376.8378066662551,142585.52566039818,103531.37587810981,185084.6836487592,0.6003556325770995,0.00012485143461584878,3.5637434761887627,152968.173640074,10382.647979675821,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,3,inst/inst2020,true,801.5075940215474,271.2503950250055,0.0,955.2851790918278,142569.96119914105,93018.92066301523,189014.82413480978,0.721799544133702,0.0003832700316940973,4.112450280336145,152952.60917881705,10382.647979675996,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,4,inst/inst2020,true,830.3858532252411,45.52977220254423,17.563817016906185,79.18924955844967,147806.72086837052,138318.62267118972,154958.14857386413,0.32648948357190816,0.00018562834181638506,1.108149358751315,158192.39386597896,10385.672997608432,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,5,inst/inst2020,true,802.840068935159,464.59069991604633,0.0,1236.142495830162,142764.3895677643,96403.61221182422,179880.70663679842,0.6443012641283236,0.0011447625497041929,4.346472305069738,153147.03754744036,10382.647979676054,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,6,inst/inst2020,true,792.5067401505362,62.742766971845846,0.0,129.03688524389122,136460.64781597693,107280.04074024156,171318.30898042067,0.7860592461989023,0.0005734455926225665,2.3076968930534627,146847.60494622248,10386.957130245544,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,7,inst/inst2020,true,793.7155451547494,233.35730931193456,0.0,772.8093802314773,141056.84319647905,92658.41660437877,177395.22154753865,0.8147883985219861,0.0007518318440308179,3.640004349040875,151438.49117615554,10381.64797967649,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,8,inst/inst2020,true,793.9513154177058,55.19741310795085,0.0,125.16718077862194,136294.56535826638,109142.88790554344,162308.02003693217,0.8612946284504144,0.03721870839227617,3.9830574985074043,146681.5224885125,10386.957130246126,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,801.2980706227096,51.13249371933856,0.0,126.22811794201397,137811.1662243286,112677.81860298102,166125.3778800462,0.955903558552777,0.0027971225204991975,3.4743163295540733,148198.12335457333,10386.95713024473,175.11696910858154,152.61
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,798.8078135620674,248.06572544604933,0.0,838.2648117500595,141957.7376997094,100893.90048147834,185543.04450596767,0.639453510085439,0.000438714674734418,3.0920612736075586,152340.38567938644,10382.647979677044,175.11696910858154,152.61
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,862.5634136271213,66.55788541684059,0.0,140.30680734630332,156435.9760866549,143682.7458901299,175000.53402630638,0.4886202272610802,4.20849169130241e-5,1.5622836512549934,170709.72251275188,14273.746426096972,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,791.8928020469156,82.43208743228256,0.0,227.71892616867547,140352.49259453636,102277.3413385489,176589.62103354643,0.7816291167381297,0.00120098052799908,2.204366057520746,154626.9901721361,14274.497577599745,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,3,inst/inst2020,true,814.7917294181206,82.65810420244748,0.0,216.39583180484945,144219.91940267474,113678.97983017207,185084.11847143248,0.8361169103240548,0.0018757280834119428,3.53594748364378,158494.41698027382,14274.497577599075,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,4,inst/inst2020,true,803.1008527404465,593.8739191083511,0.0,1605.9064462567067,136918.84809966752,75574.9046069241,172672.7671239506,0.526390543147311,0.0001194712425112736,3.200079878724207,151189.93739457242,14271.089294904901,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,5,inst/inst2020,true,788.1227861848005,65.43066994849181,0.0,131.89481574471748,141622.2329485446,122809.9592209879,163908.3664279127,0.6004042439285691,0.0016516492225252713,2.00506089092428,155895.97937464362,14273.74642609901,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,6,inst/inst2020,true,796.2453286341453,472.36638608390103,0.0,1250.390251617199,135509.68573659836,83798.97619136996,170051.63439875696,0.588965082824628,0.00019276848875686352,2.8296726475336267,149780.77503150378,14271.089294905425,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,7,inst/inst2020,true,796.0224432728002,72.29296819025349,0.0,222.80601489082687,140858.4358182852,107500.81068046846,178031.35226619494,0.9535028355230272,0.00032305430153405394,3.4641784594791667,155132.93339588537,14274.497577600181,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,8,inst/inst2020,true,798.8702035137179,350.4107884961252,0.0,1026.5435096078197,135985.04615368476,76654.17987724945,174777.8878416112,0.7188812263597224,0.00113146772309825,4.417530085778217,150256.13544858983,14271.089294905076,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,808.726602761766,73.67798258701426,0.0,260.2514570135447,143246.12535800433,99824.29742355442,182571.14744571468,0.8982349013136158,0.0021286087230533136,3.5922419019085696,157520.62293560305,14274.497577598726,205.36577796936035,183.41
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,783.0702459269953,72.41437010726575,0.0,239.79394439112139,138501.80295285798,97874.2925066335,173637.79094895264,0.8208693732344223,0.0009202292987679523,2.545509986569113,152776.3005304573,14274.497577599308,205.36577796936035,183.41
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,924.807529136422,64.76154500485264,0.0,212.3568769376106,164557.3639301376,121488.82973347606,283016.10843260266,3.514315506713825,0.002144012745365704,145.8147035120677,172703.5401583172,8146.176228179596,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,727.7847665660911,25.622579426185943,0.0,40.668334206428185,134789.85745486958,130140.34889792831,143376.16513619476,1.6484215280522614,0.0005958488327319721,64.93722224190289,142935.17730799736,8145.3198531277885,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,3,inst/inst2020,true,800.7426069063818,252.40371519383257,0.0,851.8928396919559,144104.3028964513,92358.18171977396,184805.7555395866,1.300226498940288,0.00023617636320146274,46.93885565998043,152246.81085268108,8142.507956229791,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,4,inst/inst2020,true,798.0200145897204,292.219082208242,0.0,1051.8464510035835,143494.84973283418,103630.73969477168,180421.86689637808,1.1360027925424998,0.00018871497365842944,55.755145145368516,151637.0243557304,8142.174622896215,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,5,inst/inst2020,true,801.9989726133907,295.5534848820932,0.0,1256.2979261321404,144290.82178727564,104126.12935915792,187387.84692737102,1.6235944173702597,0.0014783630316794203,61.815054091222144,152432.99641017066,8142.1746228950215,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,6,inst/inst2020,true,914.9211244145672,61.60233578522206,0.0,227.81070129318107,163131.69637552358,131546.91023502752,240422.49713523194,4.076218712915846,0.004612629347448231,197.6485005714205,171277.87260370256,8146.176228178985,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,7,inst/inst2020,true,817.9944116797265,44.22408035828563,0.0,118.1793309845725,150116.00821094608,143392.3007064926,153237.47372954953,0.6979270683931357,0.00040587673156557684,2.1441600007091837,158261.3280640749,8145.319853128836,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,8,inst/inst2020,true,778.078687330172,42.17004841941414,0.0,84.32683135069662,142776.5322301998,121591.96646254121,163476.773850375,1.3226120721643986,0.0026303560351954936,36.59947591482869,150921.74097221138,8145.208742011571,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,805.8273067518581,302.98062469214915,0.0,1004.0934998948849,145041.27403054436,102380.54533658028,185475.93517511646,1.2186994276898613,0.0011809386171423603,57.090035790414774,153183.44865344008,8142.17462289572,248.315584897995,204.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,761.4602050382234,41.112646074781715,0.0,88.69347524888337,140050.58999699345,126960.06876388442,155409.37779415373,0.680668794179696,0.0007406899650683499,2.3924955224141313,148195.9098501201,8145.3198531266535,248.315584897995,204.98
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,802.0928196103141,104.21738106771976,0.0,549.2915342649367,137626.65111131067,92092.57394596304,175103.11974953907,0.5671605563412733,0.0014940638742038722,3.4171494317935127,153319.08886718182,15692.437755871157,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,802.7811231686916,249.2053005103931,29.386719950690683,695.0449784673283,144415.54946557363,130686.49729829244,156266.48149455144,0.4918016433206788,0.0004300903887489087,2.000996988125665,160107.98722144947,15692.437755875842,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,3,inst/inst2020,true,809.932839554221,82.59967175801754,0.0,295.61260033724614,143751.6832682792,98698.65458256456,179220.01983915543,0.7129252801626337,0.0001612738129083825,2.254258096888154,159449.18627415213,15697.503005872946,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,4,inst/inst2020,true,790.8410561497267,275.89294938956095,0.0,698.2634806841935,141161.42011406185,129386.53865852638,157344.58966016644,0.6913873164963662,2.4239502856606435e-5,2.158410245289652,156854.0578699361,15692.637755874253,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,5,inst/inst2020,true,801.2709460012478,92.57030410060848,0.0,348.12227893223326,141714.89591616634,92606.5207581692,183189.778717499,0.7818636559099377,0.0006850262344742925,2.231550854683026,157413.06558869942,15698.169672533084,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,6,inst/inst2020,true,779.8462233519101,267.58728250832417,0.0,681.1599663824422,140571.3514871682,121978.73546186133,149477.97599768091,0.8381394791358575,0.003731777109588389,4.764652015545714,156263.78924303825,15692.43775587005,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,7,inst/inst2020,true,728.503536511774,256.986278227101,37.13507548612939,674.8213676521304,128642.9903647683,118268.6815088363,139541.5467051347,0.4905941353284767,1.796942977815579e-5,2.2848691276913846,144335.42812064238,15692.437755874082,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,8,inst/inst2020,true,799.8154338725524,96.06180839123968,0.0,541.5201573019981,137120.50952289187,95693.56826139137,179496.46922743312,0.5558508740114338,8.66768772530194e-5,4.200125258908548,152812.9472787631,15692.437755871244,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,783.9586141983187,87.00202832742632,0.0,270.6778866166324,138032.47261418047,94624.96318662746,174154.95489975592,0.8298494573492433,0.00012423034060944394,3.1272603759294975,153730.6422867131,15698.169672532618,161.2336790561676,140.08
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,800.9864183477008,86.37814755877883,0.0,290.7156772628408,141350.45971976605,84516.38526317685,185441.01085377016,0.8963002903253634,0.0015919839378957625,2.2568307771310208,157048.6293922995,15698.169672533462,161.2336790561676,140.08
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,752.0100563673284,172.20591308222652,0.0,516.6893849763813,129459.56777868926,116665.06982248089,139705.59195236894,0.8246016605478051,0.001601894915068068,5.096977476582401,135566.1490019135,6106.5812232242315,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,807.4841090374534,61.06474069400197,0.0,273.1753118675785,149338.5311955597,113682.247789478,181211.54930088608,1.7991283862550274,0.002125771305990737,7.205330083575898,155449.6541994668,6111.123003907094,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,3,inst/inst2020,true,804.0831160366542,23.489025998927787,0.0,114.21322082759055,146076.0526826454,111649.97147327915,183284.94461254962,0.5679090264642587,0.001309723027385087,3.107212512383433,152186.55674505667,6110.504062411288,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,4,inst/inst2020,true,788.8833239871874,89.18688429393261,0.0,392.5523530604049,136835.07276295015,129136.11236629068,143825.42360467813,0.7467520216286305,0.0026747224487172075,2.783222508605238,142941.65398617456,6106.581223224406,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,5,inst/inst2020,true,852.9823847688808,101.3302197996737,0.0,555.8836217259861,148788.4372034432,138780.49046589655,164933.77922678262,1.0393818964790764,0.01084243040080839,4.573158519326881,154895.0184266692,6106.581223226007,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,6,inst/inst2020,true,797.9979084919953,23.482458110269686,0.0,182.52705435049683,144933.7308794039,106328.92902295361,182577.73762628352,0.6287123468212306,0.0025776331146125874,2.91665596614704,151043.73494137047,6110.004061966552,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,7,inst/inst2020,true,806.8909510500421,49.8787226166235,0.0,135.1485966215609,149035.2903996825,118889.84245392258,183918.88114235885,1.513146908425837,0.0031144435041958276,4.677467194616444,155146.41340358934,6111.123003906832,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,8,inst/inst2020,true,802.8473258028413,23.240315859239647,0.0,197.2436477344093,145849.83181365553,101957.10056116905,182696.93450373912,0.7129044419546902,0.0018254656071192302,3.1424740080376665,151959.83587584464,6110.004062189109,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,771.0890981854521,141.2368418975176,1.501797032544742,440.43461019452616,133716.1734694027,127897.29666401708,137174.88701814896,0.5424024722328809,0.003431850623240663,3.335780412131076,139822.75469262563,6106.581223222922,267.9740409851074,234.72
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,811.5043799287608,114.92680648181586,0.0,374.11381961490366,141815.3705618385,127739.1771141767,147218.91862846114,0.6841371430867722,0.004235604186361877,2.74410913546321,147921.95178506337,6106.581223224872,267.9740409851074,234.72
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,871.1819081282523,247.038482497239,0.0,924.0575681852381,159723.99620834726,138486.89000393788,172454.6715526134,8.257371403970895,0.0008455721694370495,161.84916595644214,172186.04577683395,12462.049568486691,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,801.3368218072943,271.11443982436174,0.0,832.592177247454,144397.72168404906,126951.4799295008,167684.22010537097,6.791728177119521,0.0013280681672866558,134.9345304220077,156859.77125254163,12462.04956849257,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,3,inst/inst2020,true,787.4818498032346,59.06114163422402,0.0,231.1770886363343,135960.08807159684,99502.2465896364,167981.71327946405,3.6157177139290333,0.0018223543901234724,171.00142914243781,148425.5216956464,12465.433624049561,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,4,inst/inst2020,true,845.9273453498968,222.49163283659078,0.0,1017.8788610613019,153394.42572662781,122168.10182116526,168978.88671665458,21.21548097073644,0.009341282626480216,447.7591723965305,165856.36418400775,12461.938457379933,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,5,inst/inst2020,true,789.9957632402183,59.91219244294302,0.0,215.8429629466164,136273.87419500708,108440.56370669618,164191.89443021943,6.901525371541743,0.003640594648199242,165.01580452640803,148739.589069018,12465.714874010911,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,6,inst/inst2020,true,799.682055304851,58.05847806852738,0.0,232.53133450641127,138036.33825668375,94116.89363849461,171466.17500312364,2.64005074016663,0.0007223641554184245,110.64190718653991,150502.05313069402,12465.714874010271,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,7,inst/inst2020,true,741.8855990562502,312.1250838787713,0.0,1103.289887588318,134921.86961304265,116925.11311625433,147879.00285967402,18.843791061943023,0.001864773729670078,397.72777882467267,147383.91918153397,12462.049568491318,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,8,inst/inst2020,true,836.2110267812182,90.8663754377072,0.0,318.51004770141174,144448.68481795667,107211.00913596514,186647.23668385882,51.79223406944012,0.00021218900199160084,1240.782605694947,156913.74344198915,12465.058624032477,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,792.7256669841868,57.735845719723024,0.0,220.07574457253548,137255.49234881287,99439.84933312549,173355.77722503763,4.617114319201467,0.0009207258877324813,174.9416267686402,149721.20722282326,12465.714874010388,231.96981501579285,198.14
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,801.4135412264598,56.34212831251451,0.0,210.38492534321068,138589.95187508562,107717.84628882082,169219.9630655223,5.333609503733007,0.0008537224953614485,165.5698962351034,151055.6667490962,12465.714874010591,231.96981501579285,198.14
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,957.5662440094912,74.61614829683874,0.0,235.42308653037324,173193.12939640912,125038.09488433198,345722.1775050871,6.7026034396740215,0.00154621236220038,225.56572234127572,185149.95580114785,11956.826404738735,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,726.5243769593772,429.5041781674844,0.0,2012.4842893431094,129276.31815895412,109705.52548147834,140379.16206479628,2.705204214997422,0.0006921406409630868,66.74276183788226,141229.48715369595,11953.168994741834,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,3,inst/inst2020,true,981.2934973625732,70.04264307557096,0.0,310.513271292855,177144.4220768728,138997.96215426753,377809.7022277666,8.434844182777061,0.00039066558174800947,251.2393569795928,189101.8596172357,11957.43754036288,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,4,inst/inst2020,true,804.0718881842555,48.72477832832685,0.0,257.19540850818044,143179.03026116636,92130.17915080496,185099.7808946471,5.203298689624963,0.014213684949509777,156.1978610853268,155135.35666590615,11956.326404739782,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,5,inst/inst2020,true,820.7011541057992,579.4344594953745,0.0,3763.903952245097,144475.01693726442,110948.20721923899,159199.54593069095,1.4966997173516614,0.00021022123640701486,22.036819700349287,156428.35259867273,11953.335661408317,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,6,inst/inst2020,true,803.160763098387,58.81619157524022,0.0,267.30817353200325,143127.00963182317,84745.8822312982,199265.6435364837,2.643087644992956,0.00040119294855582826,66.65319237133842,155083.33603656193,11956.326404738764,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,7,inst/inst2020,true,798.6962578168973,59.0274811265658,0.0,263.6703607821238,142272.56639902352,92782.18321066939,181985.5523126926,3.133260931301272,0.0038206770127036205,88.18933972050198,154229.3928037633,11956.826404739782,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,8,inst/inst2020,true,965.7038022069637,67.48858187547886,0.0,343.0074608796452,174690.76445278013,127768.61777715561,307333.3027931443,4.753938631873029,0.0020575868458917426,91.85219136884083,186648.20199314173,11957.4375403616,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,723.5325805709274,550.5823106997865,0.0,3086.3790675671594,127002.19360111414,84179.60214678688,139712.63915172694,5.1611233448641345,0.001193192533754567,150.17269602565491,138955.36259585596,11953.16899474182,285.0685729980469,253.58
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,771.4795175675899,141.6784364657701,0.0,1058.9316035109132,135676.43865076388,115541.65570368402,154778.53488497844,2.6331420236159704,0.0007546104182285364,62.108595563085856,147629.77431217243,11953.33566140855,285.0685729980469,253.58
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,798.9644149199798,638.5579865716323,0.0,2773.939926563338,137312.7144951763,67220.34893739135,186503.78356547237,0.5834760491241476,0.00023830213378696154,2.7725032821256876,154061.43725865203,16748.72276347573,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,738.1294270202477,68.23274660097282,0.0,185.10663978792232,132921.0439515949,115908.53725661947,145350.79193169024,0.7554390683282369,0.0023410210930040203,3.233550875341284,149673.83960564423,16752.795654049318,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,3,inst/inst2020,true,988.3471730760484,91.72263051515824,0.0,300.59243682218437,178334.01358201317,130581.50957561108,290330.220233222,0.7055846544710251,0.0031188470881064376,3.0960394560757503,195086.80923605416,16752.795654040994,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,4,inst/inst2020,true,802.5265344400227,506.3832532095692,0.0,1470.458560597545,137945.47110771158,87552.73813127168,176852.38600640302,0.6196131130729401,0.0007011063610022626,5.367790379242285,154694.52720452083,16749.056096809247,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,5,inst/inst2020,true,1018.6078931424848,85.16779994559738,0.0,417.14371528196943,183862.14356461065,126003.53427333831,325635.4076635301,0.6382452680946484,0.0001256459519456588,2.366372343791847,200614.9392186517,16752.795654041052,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,6,inst/inst2020,true,985.3766669637567,91.20228151043342,0.0,376.5018814177603,177930.79601765433,112480.35073690444,278493.18901145423,0.7404958105134327,3.211596531368309e-5,3.2419069349620915,194684.61813550143,16753.8221178471,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,7,inst/inst2020,true,805.8535206761275,656.6488902425199,38.9004477301744,2802.2245851592347,138611.85212393745,86670.16792526837,178125.8948707938,0.5943506689142583,0.0015225286545395252,3.5799472072304885,155360.90822074638,16749.056096808927,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,8,inst/inst2020,true,805.6050165367975,640.4814029828823,0.0,2442.9459095589255,138619.1175343275,78836.53415397895,192553.23018061838,0.6857925117946724,0.0022641614558907707,3.2768265662788125,155368.1736311366,16749.0560968091,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,9,inst/inst2020,true,804.572869016067,78.1229211657281,0.0,173.49076168531457,145686.03939109153,129759.49523092904,159665.5989405541,0.9745234238344198,0.0017249566537805806,5.833688458734093,162438.83504514326,16752.795654051733,198.0291769504547,175.86
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,10,inst/inst2020,true,810.9179617555207,77.34691728862823,28.423510740216642,106.98048149367172,146665.8389784224,137074.18218645398,160659.0777620865,0.4524683697757347,0.00013102110240129748,2.5290997779728004,163417.63463247262,16751.79565405022,198.0291769504547,175.86
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1,inst/inst2020,true,808.6988942130173,39.70373961308902,0.0,253.22520250624157,148304.17284346695,109014.96840882469,181782.3635496341,4.24508324216213,0.06288317235154228,287.3924505457402,154542.61553198865,6238.442688521696,139.6310751438141,118.97
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,2,inst/inst2020,true,800.4526386731003,26.72220150184486,0.0,155.82913543642167,137891.19183800378,96173.30376302432,174835.6821242251,1.4961165952775508,0.0018467158036678778,75.1586070552869,144129.12545639975,6237.933618395968,139.6310751438141,118.97
